380.0,1.368000000e-03,3.900000000e-05,6.450001000e-03
385.0,2.236000000e-03,6.400000000e-05,1.054999000e-02
390.0,4.243000000e-03,1.200000000e-04,2.005001000e-02
395.0,7.650000000e-03,2.170000000e-04,3.621000000e-02
400.0,1.431000000e-02,3.960000000e-04,6.785001000e-02
405.0,2.319000000e-02,6.400000000e-04,1.102000000e-01
410.0,4.351000000e-02,1.210000000e-03,2.074000000e-01
415.0,7.763000000e-02,2.180000000e-03,3.713000000e-01
420.0,1.343800000e-01,4.000000000e-03,6.456000000e-01
425.0,2.147700000e-01,7.300000000e-03,1.039050100e+00
430.0,2.839000000e-01,1.160000000e-02,1.385600000e+00
435.0,3.285000000e-01,1.684000000e-02,1.622960000e+00
440.0,3.482800000e-01,2.300000000e-02,1.747060000e+00
445.0,3.480600000e-01,2.980000000e-02,1.782600000e+00
450.0,3.362000000e-01,3.800000000e-02,1.772110000e+00
455.0,3.187000000e-01,4.800000000e-02,1.744100000e+00
460.0,2.908000000e-01,6.000000000e-02,1.669200000e+00
465.0,2.511000000e-01,7.390000000e-02,1.528100000e+00
470.0,1.953600000e-01,9.098000000e-02,1.287640000e+00
475.0,1.421000000e-01,1.126000000e-01,1.041900000e+00
480.0,9.564000000e-02,1.390200000e-01,8.129501000e-01
485.0,5.795001000e-02,1.693000000e-01,6.162000000e-01
490.0,3.201000000e-02,2.080200000e-01,4.651800000e-01
495.0,1.470000000e-02,2.586000000e-01,3.533000000e-01
500.0,4.900000000e-03,3.230000000e-01,2.720000000e-01
505.0,2.400000000e-03,4.073000000e-01,2.123000000e-01
510.0,9.300000000e-03,5.030000000e-01,1.582000000e-01
515.0,2.910000000e-02,6.082000000e-01,1.117000000e-01
520.0,6.327000000e-02,7.100000000e-01,7.824999000e-02
525.0,1.096000000e-01,7.932000000e-01,5.725001000e-02
530.0,1.655000000e-01,8.620000000e-01,4.216000000e-02
535.0,2.257499000e-01,9.148501000e-01,2.984000000e-02
540.0,2.904000000e-01,9.540000000e-01,2.030000000e-02
545.0,3.597000000e-01,9.803000000e-01,1.340000000e-02
550.0,4.334499000e-01,9.949501000e-01,8.749999000e-03
555.0,5.120501000e-01,1.000000000e+00,5.749999000e-03
560.0,5.945000000e-01,9.950000000e-01,3.900000000e-03
565.0,6.784000000e-01,9.786000000e-01,2.749999000e-03
570.0,7.621000000e-01,9.520000000e-01,2.100000000e-03
575.0,8.425000000e-01,9.154000000e-01,1.800000000e-03
580.0,9.163000000e-01,8.700000000e-01,1.650001000e-03
585.0,9.786000000e-01,8.163000000e-01,1.400000000e-03
590.0,1.026300000e+00,7.570000000e-01,1.100000000e-03
595.0,1.056700000e+00,6.949000000e-01,1.000000000e-03
600.0,1.062200000e+00,6.310000000e-01,8.000000000e-04
605.0,1.045600000e+00,5.668000000e-01,6.000000000e-04
610.0,1.002600000e+00,5.030000000e-01,3.400000000e-04
615.0,9.384000000e-01,4.412000000e-01,2.400000000e-04
620.0,8.544499000e-01,3.810000000e-01,1.900000000e-04
625.0,7.514000000e-01,3.210000000e-01,1.000000000e-04
630.0,6.424000000e-01,2.650000000e-01,4.999999000e-05
635.0,5.419000000e-01,2.170000000e-01,3.000000000e-05
640.0,4.479000000e-01,1.750000000e-01,2.000000000e-05
645.0,3.608000000e-01,1.382000000e-01,1.000000000e-05
650.0,2.835000000e-01,1.070000000e-01,2.117582368e-22
655.0,2.187000000e-01,8.160000000e-02,0.000000000e+00
660.0,1.649000000e-01,6.100000000e-02,0.000000000e+00
665.0,1.212000000e-01,4.458000000e-02,0.000000000e+00
670.0,8.740000000e-02,3.200000000e-02,0.000000000e+00
675.0,6.360000000e-02,2.320000000e-02,0.000000000e+00
680.0,4.677000000e-02,1.700000000e-02,0.000000000e+00
685.0,3.290000000e-02,1.192000000e-02,0.000000000e+00
690.0,2.270000000e-02,8.210000000e-03,0.000000000e+00
695.0,1.584000000e-02,5.723000000e-03,0.000000000e+00
700.0,1.135916000e-02,4.102000000e-03,0.000000000e+00
705.0,8.110916000e-03,2.929000000e-03,0.000000000e+00
710.0,5.790346000e-03,2.091000000e-03,0.000000000e+00
715.0,4.109457000e-03,1.484000000e-03,0.000000000e+00
720.0,2.899327000e-03,1.047000000e-03,0.000000000e+00
725.0,2.049190000e-03,7.400000000e-04,0.000000000e+00
730.0,1.439971000e-03,5.200000000e-04,0.000000000e+00
735.0,9.999493000e-04,3.611000000e-04,0.000000000e+00
740.0,6.900786000e-04,2.492000000e-04,0.000000000e+00
745.0,4.760213000e-04,1.719000000e-04,0.000000000e+00
750.0,3.323011000e-04,1.200000000e-04,0.000000000e+00
755.0,2.348261000e-04,8.480000000e-05,0.000000000e+00
760.0,1.661505000e-04,6.000000000e-05,0.000000000e+00
765.0,1.174130000e-04,4.240000000e-05,0.000000000e+00
770.0,8.307527000e-05,3.000000000e-05,0.000000000e+00
775.0,5.870652000e-05,2.120000000e-05,0.000000000e+00
780.0,4.150994000e-05,1.499000000e-05,0.000000000e+00
